Horizon started successfully.
[2021-03-06 21:11:18][48286d23-627e-40a7-b3ca-363b29a6458f] Processing: App\Events\MessageCreated
[2021-03-06 21:11:18][48286d23-627e-40a7-b3ca-363b29a6458f] Processed:  App\Events\MessageCreated
[2021-03-06 21:11:30][cdc97aa6-ab50-4e34-bc30-0901fa49159c] Processing: App\Events\MessageCreated
[2021-03-06 21:11:30][cdc97aa6-ab50-4e34-bc30-0901fa49159c] Processed:  App\Events\MessageCreated
[2021-03-06 21:11:42][a7d010ca-349a-4657-8a09-2110c0ca531a] Processing: App\Events\MessageCreated
[2021-03-06 21:11:42][a7d010ca-349a-4657-8a09-2110c0ca531a] Processed:  App\Events\MessageCreated
[2021-03-06 21:11:54][14d7c668-d3b1-4b25-919a-c9e0e6b3d9a5] Processing: App\Events\MessageCreated
[2021-03-06 21:11:54][14d7c668-d3b1-4b25-919a-c9e0e6b3d9a5] Processed:  App\Events\MessageCreated
[2021-03-06 21:12:06][2ff748b0-80d3-4d73-b5ff-a03648cdcbb2] Processing: App\Events\MessageCreated
[2021-03-06 21:12:07][2ff748b0-80d3-4d73-b5ff-a03648cdcbb2] Processed:  App\Events\MessageCreated
[2021-03-06 21:12:19][3586982d-b1b8-4d15-b71b-f1b21786db95] Processing: App\Events\MessageCreated
[2021-03-06 21:12:19][3586982d-b1b8-4d15-b71b-f1b21786db95] Processed:  App\Events\MessageCreated
[2021-03-06 21:12:33][10848cf4-98b1-4e2e-a466-81c8616ab5d4] Processing: App\Events\MessageCreated
[2021-03-06 21:12:33][10848cf4-98b1-4e2e-a466-81c8616ab5d4] Processed:  App\Events\MessageCreated
[2021-03-06 21:12:51][4fd0dcdb-23ac-4521-bda7-57d7a1c2bbe4] Processing: App\Events\MessageCreated
[2021-03-06 21:12:52][4fd0dcdb-23ac-4521-bda7-57d7a1c2bbe4] Processed:  App\Events\MessageCreated
[2021-03-06 21:13:01][4efdf6d7-98f4-4302-bca2-e835468a93a6] Processing: App\Events\MessageCreated
[2021-03-06 21:13:01][4efdf6d7-98f4-4302-bca2-e835468a93a6] Processed:  App\Events\MessageCreated
[2021-03-06 21:13:21][55960cc1-22ff-4df0-b4be-50b36e20674a] Processing: App\Events\MessageCreated
[2021-03-06 21:13:21][55960cc1-22ff-4df0-b4be-50b36e20674a] Processed:  App\Events\MessageCreated
[2021-03-06 21:13:36][4d1e3757-5cd9-4a07-9e52-9e7804c1604c] Processing: App\Events\MessageCreated
[2021-03-06 21:13:36][4d1e3757-5cd9-4a07-9e52-9e7804c1604c] Processed:  App\Events\MessageCreated
[2021-03-06 21:13:42][9c951d2f-732e-4150-8ba6-c426f6d36abb] Processing: App\Events\MessageCreated
[2021-03-06 21:13:43][9c951d2f-732e-4150-8ba6-c426f6d36abb] Processed:  App\Events\MessageCreated
[2021-03-06 21:13:54][43176fc2-1a9d-42cc-bd05-a35c2ec850ab] Processing: App\Events\MessageCreated
[2021-03-06 21:13:54][43176fc2-1a9d-42cc-bd05-a35c2ec850ab] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:03][1a559815-d4f2-4eef-8531-dfc74252ed58] Processing: App\Events\MessageCreated
[2021-03-06 21:14:03][1a559815-d4f2-4eef-8531-dfc74252ed58] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:18][57c9bea4-7b3c-4a53-a6ee-e17cb0cd3b4d] Processing: App\Events\MessageCreated
[2021-03-06 21:14:18][57c9bea4-7b3c-4a53-a6ee-e17cb0cd3b4d] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:24][fd6db09f-f0d0-4acd-ab5e-152ff0239b83] Processing: App\Events\MessageCreated
[2021-03-06 21:14:24][fd6db09f-f0d0-4acd-ab5e-152ff0239b83] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:27][7b17b093-b24e-4568-add4-0f72c8a844b3] Processing: App\Events\MessageCreated
[2021-03-06 21:14:27][7b17b093-b24e-4568-add4-0f72c8a844b3] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:30][1e20140b-7b1a-46de-858c-34554fe9f7af] Processing: App\Events\MessageCreated
[2021-03-06 21:14:31][1e20140b-7b1a-46de-858c-34554fe9f7af] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:39][2d6be2c4-43b5-47ff-b064-e3e352704701] Processing: App\Events\MessageCreated
[2021-03-06 21:14:39][2d6be2c4-43b5-47ff-b064-e3e352704701] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:42][4e7ea962-2b10-446b-9c26-cb4c7e3527d8] Processing: App\Events\MessageCreated
[2021-03-06 21:14:43][4e7ea962-2b10-446b-9c26-cb4c7e3527d8] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:51][e08a4947-1849-4fa7-b967-35d130d56ba6] Processing: App\Events\MessageCreated
[2021-03-06 21:14:52][e08a4947-1849-4fa7-b967-35d130d56ba6] Processed:  App\Events\MessageCreated
[2021-03-06 21:14:57][36089468-3394-4eef-8fa9-5a5fd8fa1790] Processing: App\Events\MessageCreated
[2021-03-06 21:15:02][36089468-3394-4eef-8fa9-5a5fd8fa1790] Processed:  App\Events\MessageCreated
[2021-03-06 21:15:18][3db9e9f4-65c1-4541-8406-dbd502f30470] Processing: App\Events\MessageCreated
[2021-03-06 21:15:18][3db9e9f4-65c1-4541-8406-dbd502f30470] Processed:  App\Events\MessageCreated
[2021-03-06 21:15:36][597b7188-95e2-472e-a0ae-6384cff51330] Processing: App\Events\MessageCreated
[2021-03-06 21:15:36][597b7188-95e2-472e-a0ae-6384cff51330] Processed:  App\Events\MessageCreated
[2021-03-06 21:15:57][35589395-d775-4c37-afee-e8f630641393] Processing: App\Events\MessageCreated
[2021-03-06 21:15:58][35589395-d775-4c37-afee-e8f630641393] Processed:  App\Events\MessageCreated
[2021-03-06 21:16:39][ef6392b1-b614-4226-9cbd-f8b497202103] Processing: App\Events\MessageCreated
[2021-03-06 21:16:40][ef6392b1-b614-4226-9cbd-f8b497202103] Processed:  App\Events\MessageCreated
[2021-03-06 21:16:49][f71b3ae8-5614-4e10-9996-26d578aaa257] Processing: App\Events\MessageCreated
[2021-03-06 21:16:49][f71b3ae8-5614-4e10-9996-26d578aaa257] Processed:  App\Events\MessageCreated
[2021-03-06 21:16:52][4007a30e-d111-457b-a0a4-ccc5de22df8c] Processing: App\Events\MessageCreated
[2021-03-06 21:16:53][4007a30e-d111-457b-a0a4-ccc5de22df8c] Processed:  App\Events\MessageCreated
[2021-03-06 21:17:05][7c9d5a90-a252-4511-8c83-89fffadb6932] Processing: App\Events\MessageCreated
[2021-03-06 21:17:05][7c9d5a90-a252-4511-8c83-89fffadb6932] Processed:  App\Events\MessageCreated
[2021-03-06 21:17:14][c3ae9021-750f-423a-8619-c6bfe256048a] Processing: App\Events\MessageCreated
[2021-03-06 21:17:15][c3ae9021-750f-423a-8619-c6bfe256048a] Processed:  App\Events\MessageCreated
[2021-03-06 21:17:33][13a4a012-5114-48e3-8445-ff2e13f0cb91] Processing: App\Events\MessageCreated
[2021-03-06 21:17:34][13a4a012-5114-48e3-8445-ff2e13f0cb91] Processed:  App\Events\MessageCreated
[2021-03-06 21:17:48][9f7df644-a976-4b3a-8890-d8b9a07ebf9e] Processing: App\Events\MessageCreated
[2021-03-06 21:17:49][9f7df644-a976-4b3a-8890-d8b9a07ebf9e] Processed:  App\Events\MessageCreated
[2021-03-06 21:18:09][9d108bca-3387-4406-9715-f3204f87ef22] Processing: App\Events\MessageCreated
[2021-03-06 21:18:10][9d108bca-3387-4406-9715-f3204f87ef22] Processed:  App\Events\MessageCreated
[2021-03-06 21:18:22][e7ad1678-0010-4809-8750-972c6ee04c04] Processing: App\Events\MessageCreated
[2021-03-06 21:18:21][d912cfed-deb2-4a82-85d2-73735073af8b] Processing: App\Events\MessageCreated
[2021-03-06 21:18:22][d912cfed-deb2-4a82-85d2-73735073af8b] Processed:  App\Events\MessageCreated
[2021-03-06 21:18:22][e7ad1678-0010-4809-8750-972c6ee04c04] Processed:  App\Events\MessageCreated
[2021-03-06 21:18:40][67ac5b12-1160-430e-89b1-77e8676266c1] Processing: App\Events\MessageCreated
[2021-03-06 21:18:39][a00df184-3f20-4948-bc01-330f87893092] Processing: App\Events\MessageCreated
[2021-03-06 21:18:40][a00df184-3f20-4948-bc01-330f87893092] Processed:  App\Events\MessageCreated
[2021-03-06 21:18:41][67ac5b12-1160-430e-89b1-77e8676266c1] Processed:  App\Events\MessageCreated
[2021-03-06 21:18:49][09b3ae91-86fa-475e-9193-83e2ce8b76e5] Processing: App\Events\MessageCreated
[2021-03-06 21:18:49][09b3ae91-86fa-475e-9193-83e2ce8b76e5] Processed:  App\Events\MessageCreated
[2021-03-06 21:21:04][fffcf836-114a-4d52-b6ad-78f3d96f3d14] Processing: App\Events\MessageCreated
[2021-03-06 21:21:04][fffcf836-114a-4d52-b6ad-78f3d96f3d14] Processed:  App\Events\MessageCreated
[2021-03-06 21:21:22][65af79dd-0f0b-40cb-b5f3-e922378c2b1e] Processing: App\Events\MessageCreated
[2021-03-06 21:21:24][65af79dd-0f0b-40cb-b5f3-e922378c2b1e] Processed:  App\Events\MessageCreated
[2021-03-06 21:21:43][dd7b42cc-98a1-4831-8f17-f4477bca45bc] Processing: App\Events\MessageCreated
[2021-03-06 21:21:43][dd7b42cc-98a1-4831-8f17-f4477bca45bc] Processed:  App\Events\MessageCreated
[2021-03-06 21:21:52][524197b5-7f62-4d3b-8c51-f7b763c4629a] Processing: App\Events\MessageCreated
[2021-03-06 21:21:52][524197b5-7f62-4d3b-8c51-f7b763c4629a] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:04][92c2c1c8-e739-4b63-86ae-fe9772213f7a] Processing: App\Events\MessageCreated
[2021-03-06 21:22:04][23924e19-cafe-4129-9c39-bb76e31de756] Processing: App\Events\MessageCreated
[2021-03-06 21:22:04][23924e19-cafe-4129-9c39-bb76e31de756] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:05][92c2c1c8-e739-4b63-86ae-fe9772213f7a] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:19][15e2da7a-78bf-49e8-99c1-be5f30bfb78e] Processing: App\Events\MessageCreated
[2021-03-06 21:22:19][15e2da7a-78bf-49e8-99c1-be5f30bfb78e] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:37][bb7c9f83-d84c-47e4-a70e-d7cbba8b78e1] Processing: App\Events\MessageCreated
[2021-03-06 21:22:37][bb7c9f83-d84c-47e4-a70e-d7cbba8b78e1] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:46][e6a76bdb-95bb-478e-85a0-d8ca1ea3e8db] Processing: App\Events\MessageCreated
[2021-03-06 21:22:47][e6a76bdb-95bb-478e-85a0-d8ca1ea3e8db] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:49][4ca5dd5c-2337-46c6-96e0-d02b865cab7c] Processing: App\Events\MessageCreated
[2021-03-06 21:22:50][4ca5dd5c-2337-46c6-96e0-d02b865cab7c] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:53][64a464d1-da6f-420a-ba74-9a7f5515ff20] Processing: App\Events\MessageCreated
[2021-03-06 21:22:53][64a464d1-da6f-420a-ba74-9a7f5515ff20] Processed:  App\Events\MessageCreated
[2021-03-06 21:22:58][0882637d-9be8-43a3-a0a8-23561b28a374] Processing: App\Events\MessageCreated
[2021-03-06 21:22:59][0882637d-9be8-43a3-a0a8-23561b28a374] Processed:  App\Events\MessageCreated
[2021-03-06 21:23:22][29bcea5a-0b1f-4475-9033-8bd00298a097] Processing: App\Events\MessageCreated
[2021-03-06 21:23:23][29bcea5a-0b1f-4475-9033-8bd00298a097] Processed:  App\Events\MessageCreated
[2021-03-06 21:23:34][2dde6978-ceb9-4aef-b297-ee5855404296] Processing: App\Events\MessageCreated
[2021-03-06 21:23:35][2dde6978-ceb9-4aef-b297-ee5855404296] Processed:  App\Events\MessageCreated
[2021-03-06 21:23:49][ca4811c7-b072-473b-9d69-63c6893e6ca8] Processing: App\Events\MessageCreated
[2021-03-06 21:23:50][ca4811c7-b072-473b-9d69-63c6893e6ca8] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:04][448d52f3-edac-4ed8-a74e-eb631fbb87ab] Processing: App\Events\MessageCreated
[2021-03-06 21:24:05][448d52f3-edac-4ed8-a74e-eb631fbb87ab] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:16][78c72375-b62c-4f73-9aad-5ec882f885e8] Processing: App\Events\MessageCreated
[2021-03-06 21:24:22][78c72375-b62c-4f73-9aad-5ec882f885e8] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:34][1af4aded-33fc-4183-91bb-8facd4bfc6a7] Processing: App\Events\MessageCreated
[2021-03-06 21:24:34][1af4aded-33fc-4183-91bb-8facd4bfc6a7] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:37][ba02671a-36f3-4c5e-9a5e-1db01da4bb5f] Processing: App\Events\MessageCreated
[2021-03-06 21:24:38][ba02671a-36f3-4c5e-9a5e-1db01da4bb5f] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:43][50f1a32a-10b7-422e-9923-9b3a57e751c8] Processing: App\Events\MessageCreated
[2021-03-06 21:24:44][50f1a32a-10b7-422e-9923-9b3a57e751c8] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:55][9192422c-f722-4644-8315-a133d07aa121] Processing: App\Events\MessageCreated
[2021-03-06 21:24:56][9192422c-f722-4644-8315-a133d07aa121] Processed:  App\Events\MessageCreated
[2021-03-06 21:24:58][f502f06e-38b3-4f24-a17e-4e4c58033546] Processing: App\Events\MessageCreated
[2021-03-06 21:24:59][f502f06e-38b3-4f24-a17e-4e4c58033546] Processed:  App\Events\MessageCreated
[2021-03-06 21:25:16][9f9e8e4c-f0c0-4e64-b4b6-18e2aef43217] Processing: App\Events\MessageCreated
[2021-03-06 21:25:17][9f9e8e4c-f0c0-4e64-b4b6-18e2aef43217] Processed:  App\Events\MessageCreated
[2021-03-06 21:25:16][665d5a54-8eab-4f36-bd6b-18b146d9eec5] Processing: App\Events\MessageCreated
[2021-03-06 21:25:17][665d5a54-8eab-4f36-bd6b-18b146d9eec5] Processed:  App\Events\MessageCreated
[2021-03-06 21:25:52][f07f1038-7ea4-4c9a-bf9d-7a442578143c] Processing: App\Events\MessageCreated
[2021-03-06 21:25:53][f07f1038-7ea4-4c9a-bf9d-7a442578143c] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:02][d0fcd694-5378-49e6-a9d0-ee598b7a3b2f] Processing: App\Events\MessageCreated
[2021-03-06 21:26:02][d0fcd694-5378-49e6-a9d0-ee598b7a3b2f] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:14][50a6d81b-c09c-497b-b8e0-698a173aca6f] Processing: App\Events\MessageCreated
[2021-03-06 21:26:14][50a6d81b-c09c-497b-b8e0-698a173aca6f] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:20][2c6d72fb-0422-4b2d-81d2-0e117ecc03ba] Processing: App\Events\MessageCreated
[2021-03-06 21:26:20][2c6d72fb-0422-4b2d-81d2-0e117ecc03ba] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:23][a8b8ad7d-41f0-41c2-b9be-4ed11a99ac51] Processing: App\Events\MessageCreated
[2021-03-06 21:26:23][a8b8ad7d-41f0-41c2-b9be-4ed11a99ac51] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:26][f884a6cd-4cd5-4dc9-8272-1fcb1cf62ac5] Processing: App\Events\MessageCreated
[2021-03-06 21:26:26][f884a6cd-4cd5-4dc9-8272-1fcb1cf62ac5] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:44][38adf8d1-e403-4c43-bd28-fddd55fed08d] Processing: App\Events\MessageCreated
[2021-03-06 21:26:44][38adf8d1-e403-4c43-bd28-fddd55fed08d] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:44][af89bd08-2078-4a8d-bece-12961400cc9d] Processing: App\Events\MessageCreated
[2021-03-06 21:26:44][af89bd08-2078-4a8d-bece-12961400cc9d] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:53][9b17e0c8-19ce-4bd1-a047-263493e723d8] Processing: App\Events\MessageCreated
[2021-03-06 21:26:53][9b17e0c8-19ce-4bd1-a047-263493e723d8] Processed:  App\Events\MessageCreated
[2021-03-06 21:26:56][06d31a89-c170-48f1-af6f-2a2251fc96d8] Processing: App\Events\MessageCreated
[2021-03-06 21:26:56][06d31a89-c170-48f1-af6f-2a2251fc96d8] Processed:  App\Events\MessageCreated
[2021-03-06 21:28:56][d7a8e9e4-0015-4b37-a8c8-2b0cb8544cb2] Processing: App\Events\MessageCreated
[2021-03-06 21:28:56][d7a8e9e4-0015-4b37-a8c8-2b0cb8544cb2] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:08][5efce432-0397-4faf-88ea-75bf05745f28] Processing: App\Events\MessageCreated
[2021-03-06 21:29:08][5efce432-0397-4faf-88ea-75bf05745f28] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:20][b495af01-5be1-4b05-a75a-1ad1442cca0e] Processing: App\Events\MessageCreated
[2021-03-06 21:29:21][b495af01-5be1-4b05-a75a-1ad1442cca0e] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:26][930c116c-2cf9-4a12-8088-0906c252969a] Processing: App\Events\MessageCreated
[2021-03-06 21:29:26][930c116c-2cf9-4a12-8088-0906c252969a] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:29][8fb9bd4c-126b-4db2-9254-232deb9ccf39] Processing: App\Events\MessageCreated
[2021-03-06 21:29:29][8fb9bd4c-126b-4db2-9254-232deb9ccf39] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:32][33534e7d-a8bb-4c6c-8b96-239f61977788] Processing: App\Events\MessageCreated
[2021-03-06 21:29:33][33534e7d-a8bb-4c6c-8b96-239f61977788] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:33][0b5611ca-ba75-4011-87c0-53a463b86a0f] Processing: App\Events\MessageCreated
[2021-03-06 21:29:33][0b5611ca-ba75-4011-87c0-53a463b86a0f] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:41][a3ba521b-480d-43fc-aff4-9f47efb6c199] Processing: App\Events\MessageCreated
[2021-03-06 21:29:41][a3ba521b-480d-43fc-aff4-9f47efb6c199] Processed:  App\Events\MessageCreated
[2021-03-06 21:29:41][b6e40eee-9481-405d-bfde-c40c23a57471] Processing: App\Events\MessageCreated
[2021-03-06 21:29:42][b6e40eee-9481-405d-bfde-c40c23a57471] Processed:  App\Events\MessageCreated
[2021-03-06 21:30:02][8ba42991-2cc3-4d82-a7af-e0674b537e44] Processing: App\Events\MessageCreated
[2021-03-06 21:30:03][8ba42991-2cc3-4d82-a7af-e0674b537e44] Processed:  App\Events\MessageCreated
[2021-03-06 21:30:12][2fbecd49-9607-4cad-b347-36e6f04eef59] Processing: App\Events\MessageCreated
[2021-03-06 21:30:12][2fbecd49-9607-4cad-b347-36e6f04eef59] Processed:  App\Events\MessageCreated
[2021-03-06 21:30:41][5075b931-a9cb-48e5-813a-15179c71b6b2] Processing: App\Events\MessageCreated
[2021-03-06 21:30:42][5075b931-a9cb-48e5-813a-15179c71b6b2] Processed:  App\Events\MessageCreated
[2021-03-06 21:30:42][17a4181f-4798-4986-9e2f-bcaba3bb1b27] Processing: App\Events\MessageCreated
[2021-03-06 21:30:42][17a4181f-4798-4986-9e2f-bcaba3bb1b27] Processed:  App\Events\MessageCreated
[2021-03-06 21:31:27][790828b2-1e6b-4f69-aee3-b6fccb35ef38] Processing: App\Events\MessageCreated
[2021-03-06 21:31:28][790828b2-1e6b-4f69-aee3-b6fccb35ef38] Processed:  App\Events\MessageCreated
[2021-03-06 21:35:04][5cd8518b-477f-4faf-a3a9-a0b668996528] Processing: App\Events\MessageCreated
[2021-03-06 21:35:04][5cd8518b-477f-4faf-a3a9-a0b668996528] Processed:  App\Events\MessageCreated
[2021-03-06 21:35:16][9977a8c2-6649-49e6-88df-e35976a44b67] Processing: App\Events\MessageCreated
[2021-03-06 21:35:17][9977a8c2-6649-49e6-88df-e35976a44b67] Processed:  App\Events\MessageCreated
[2021-03-06 21:35:29][50a9dd79-4e5e-4238-bd4a-e8c5b92b0439] Processing: App\Events\MessageCreated
[2021-03-06 21:35:29][50a9dd79-4e5e-4238-bd4a-e8c5b92b0439] Processed:  App\Events\MessageCreated
[2021-03-06 21:35:44][f4a94776-3f93-4d7e-8d99-4bab306fee27] Processing: App\Events\MessageCreated
[2021-03-06 21:35:45][f4a94776-3f93-4d7e-8d99-4bab306fee27] Processed:  App\Events\MessageCreated
[2021-03-06 21:36:27][c6eed53a-0e8b-4d3b-8ca0-d5f73d3ed575] Processing: App\Events\MessageCreated
[2021-03-06 21:36:27][c6eed53a-0e8b-4d3b-8ca0-d5f73d3ed575] Processed:  App\Events\MessageCreated
[2021-03-06 21:36:36][7aa5d506-718d-4152-9071-49b6088eee8a] Processing: App\Events\MessageCreated
[2021-03-06 21:36:36][7aa5d506-718d-4152-9071-49b6088eee8a] Processed:  App\Events\MessageCreated
[2021-03-06 21:37:00][6dee3e9a-1b48-43b8-bfaa-8584401b3b68] Processing: App\Events\MessageCreated
[2021-03-06 21:37:00][6dee3e9a-1b48-43b8-bfaa-8584401b3b68] Processed:  App\Events\MessageCreated
[2021-03-06 21:38:21][ea0ae035-66a4-44c0-a0cd-752531b84646] Processing: App\Events\MessageCreated
[2021-03-06 21:38:22][ea0ae035-66a4-44c0-a0cd-752531b84646] Processed:  App\Events\MessageCreated
[2021-03-06 21:38:30][1dc47602-6d99-4b5a-b09b-528a35ad0fa7] Processing: App\Events\MessageCreated
[2021-03-06 21:38:32][1dc47602-6d99-4b5a-b09b-528a35ad0fa7] Processed:  App\Events\MessageCreated
[2021-03-06 21:38:44][2e003c27-b59e-44b9-8662-1a82b7913465] Processing: App\Events\MessageCreated
[2021-03-06 21:38:44][2e003c27-b59e-44b9-8662-1a82b7913465] Processed:  App\Events\MessageCreated
[2021-03-06 21:38:54][9a7a5014-5cbb-473c-89eb-302bb41af2c7] Processing: App\Events\MessageCreated
[2021-03-06 21:38:56][9a7a5014-5cbb-473c-89eb-302bb41af2c7] Processed:  App\Events\MessageCreated
[2021-03-06 21:39:24][4a8cbf8b-3352-4240-b3f9-947729b39cf1] Processing: App\Events\MessageCreated
[2021-03-06 21:39:25][4a8cbf8b-3352-4240-b3f9-947729b39cf1] Processed:  App\Events\MessageCreated
[2021-03-06 21:39:36][dc7a6087-bc4e-42e9-8a63-ed851f7b3eba] Processing: App\Events\MessageCreated
[2021-03-06 21:39:37][dc7a6087-bc4e-42e9-8a63-ed851f7b3eba] Processed:  App\Events\MessageCreated
[2021-03-06 21:39:48][31ee7c49-6425-403a-9612-1156177abf8b] Processing: App\Events\MessageCreated
[2021-03-06 21:39:49][31ee7c49-6425-403a-9612-1156177abf8b] Processed:  App\Events\MessageCreated
[2021-03-06 21:39:52][862462a7-2709-4777-8f25-b1790008e711] Processing: App\Events\MessageCreated
[2021-03-06 21:39:52][862462a7-2709-4777-8f25-b1790008e711] Processed:  App\Events\MessageCreated
[2021-03-06 21:40:00][05ae98b7-d53b-40f4-9427-33b066ebe7a3] Processing: App\Events\MessageCreated
[2021-03-06 21:40:01][05ae98b7-d53b-40f4-9427-33b066ebe7a3] Processed:  App\Events\MessageCreated
[2021-03-06 21:40:09][37ae479d-42fc-4753-ad67-c23a744bc351] Processing: App\Events\MessageCreated
[2021-03-06 21:40:10][37ae479d-42fc-4753-ad67-c23a744bc351] Processed:  App\Events\MessageCreated
[2021-03-06 21:40:27][d9d100c7-dcc2-4cc2-8e7e-dc2dc8dfe1d6] Processing: App\Events\MessageCreated
[2021-03-06 21:40:28][d9d100c7-dcc2-4cc2-8e7e-dc2dc8dfe1d6] Processed:  App\Events\MessageCreated
[2021-03-06 21:40:39][544cee6a-e74f-4a6c-829c-0696d9a63143] Processing: App\Events\MessageCreated
[2021-03-06 21:40:40][544cee6a-e74f-4a6c-829c-0696d9a63143] Processed:  App\Events\MessageCreated
[2021-03-06 21:40:45][2ebd6164-fa91-441e-a411-d76f22abb9ed] Processing: App\Events\MessageCreated
[2021-03-06 21:40:46][2ebd6164-fa91-441e-a411-d76f22abb9ed] Processed:  App\Events\MessageCreated
[2021-03-06 21:41:04][017b9ab4-112a-4d84-9c00-15eed3a7470d] Processing: App\Events\MessageCreated
[2021-03-06 21:41:05][017b9ab4-112a-4d84-9c00-15eed3a7470d] Processed:  App\Events\MessageCreated
[2021-03-06 21:41:07][79127d9a-612a-430d-bcce-5f1324b78bbd] Processing: App\Events\MessageCreated
[2021-03-06 21:41:07][79127d9a-612a-430d-bcce-5f1324b78bbd] Processed:  App\Events\MessageCreated
[2021-03-06 21:41:22][51ee0c93-2959-430e-97e0-e1eca50a03b6] Processing: App\Events\MessageCreated
[2021-03-06 21:41:22][51ee0c93-2959-430e-97e0-e1eca50a03b6] Processed:  App\Events\MessageCreated
[2021-03-06 21:41:34][d6fb6746-d011-4b71-811f-fd5fc2c66b94] Processing: App\Events\MessageCreated
[2021-03-06 21:41:35][d6fb6746-d011-4b71-811f-fd5fc2c66b94] Processed:  App\Events\MessageCreated
[2021-03-06 21:41:43][74c17225-00b6-4d29-9443-8b0096345ae8] Processing: App\Events\MessageCreated
[2021-03-06 21:41:43][74c17225-00b6-4d29-9443-8b0096345ae8] Processed:  App\Events\MessageCreated
[2021-03-06 21:41:49][5067501b-d847-4e34-8203-53a2dfc92f12] Processing: App\Events\MessageCreated
[2021-03-06 21:41:49][5067501b-d847-4e34-8203-53a2dfc92f12] Processed:  App\Events\MessageCreated
[2021-03-06 21:42:04][2b856e29-8a71-4717-903b-d4df4e0ed85d] Processing: App\Events\MessageCreated
[2021-03-06 21:42:04][2b856e29-8a71-4717-903b-d4df4e0ed85d] Processed:  App\Events\MessageCreated
[2021-03-06 21:42:22][2052ed3d-b4ad-46b7-aba1-85f53e3e499b] Processing: App\Events\MessageCreated
[2021-03-06 21:42:22][2052ed3d-b4ad-46b7-aba1-85f53e3e499b] Processed:  App\Events\MessageCreated
[2021-03-06 21:42:49][2ec0da6e-6c5e-4a79-998c-0d0adc9b5da6] Processing: App\Events\MessageCreated
[2021-03-06 21:42:49][2ec0da6e-6c5e-4a79-998c-0d0adc9b5da6] Processed:  App\Events\MessageCreated
[2021-03-06 21:43:16][08de9073-c0c7-4ec3-9ea9-63101e48da55] Processing: App\Events\MessageCreated
[2021-03-06 21:43:16][08de9073-c0c7-4ec3-9ea9-63101e48da55] Processed:  App\Events\MessageCreated
[2021-03-06 21:43:25][adf09b06-158f-43c2-83dc-fd301e3a2e1c] Processing: App\Events\MessageCreated
[2021-03-06 21:43:25][adf09b06-158f-43c2-83dc-fd301e3a2e1c] Processed:  App\Events\MessageCreated
[2021-03-06 21:43:34][e94d841a-3cad-4ea1-bc1b-e3334c09a3a5] Processing: App\Events\MessageCreated
[2021-03-06 21:43:34][e94d841a-3cad-4ea1-bc1b-e3334c09a3a5] Processed:  App\Events\MessageCreated
[2021-03-06 21:43:43][04c6e993-c9c9-4737-9a19-1b956eb5cd62] Processing: App\Events\MessageCreated
[2021-03-06 21:43:43][04c6e993-c9c9-4737-9a19-1b956eb5cd62] Processed:  App\Events\MessageCreated
[2021-03-06 21:43:52][e20a76f9-245b-4b18-8098-db3f44f21eb5] Processing: App\Events\MessageCreated
[2021-03-06 21:43:52][e20a76f9-245b-4b18-8098-db3f44f21eb5] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:04][a0f83742-2065-4e60-bb11-4ba177bbbb34] Processing: App\Events\MessageCreated
[2021-03-06 21:44:05][a0f83742-2065-4e60-bb11-4ba177bbbb34] Processed:  App\Events\MessageCreated
